"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"677","John Leonard","ARI","L","6","40.783333333333","32","44","42.11","18","29","38.30","15","22","40.54","1","1","50.00","1.08","1.34","44.65","17","16","51.52","4","2","66.67","0","0","-","13","14","48.15","1","0","100.00","12","30","28.57","0","1","0.00","6.67","95.45","1.021","6","9","3","44","66.67","9","12","11","45.00"
"645","Bo Groulx","ANA","C","45","465.35","363","501","42.01","253","336","42.95","165","230","41.77","5","13","27.78","14.29","19.9","41.80","147","219","40.16","69","92","42.86","4","6","40.00","78","127","38.05","1","5","16.67","218","307","41.52","0","2","0.00","3.03","94.35","0.974","51","88","71","361","41.80","93","121","158","37.05"
"138","Mikael Granlund","S.J","C","69","1007.65","880","1216","41.98","644","863","42.73","440","595","42.51","43","51","45.74","38.82","57.12","40.46","402","611","39.68","150","254","37.13","24","23","51.06","252","357","41.38","13","17","43.33","526","697","43.01","6","11","35.29","9.77","91.43","1.012","117","242","155","680","43.01","289","334","363","44.33"
"530","Mason Shaw","MIN","C","20","161.91666666667","128","177","41.97","94","119","44.13","62","82","43.06","5","5","50.00","4.8","5.39","47.15","50","64","43.86","19","24","44.19","2","4","33.33","31","40","43.66","2","0","100.00","75","113","39.89","1","1","50.00","8.06","93.90","1.020","12","21","23","150","34.29","22","34","44","33.33"
"121","Alex Petrovic","DAL","D","1","12.483333333333","13","18","41.94","11","16","40.74","8","12","40.00","1","2","33.33","0.21","1.48","12.60","5","14","26.32","1","6","14.29","0","2","0.00","4","8","33.33","0","0","-","10","4","71.43","1","0","100.00","12.50","83.33","0.958","4","0","1","13","80.00","9","3","1","90.00"
"127","Austin Watson","T.B","L","33","234.68333333333","168","233","41.90","109","153","41.60","70","100","41.18","7","5","58.33","5.8","8.71","39.99","72","89","44.72","21","32","39.62","3","4","42.86","51","57","47.22","3","1","75.00","105","153","40.70","1","0","100.00","10.00","95.00","1.050","32","65","33","236","49.23","50","88","71","41.32"
"814","Isaak Phillips","CHI","D","33","502.71666666667","413","573","41.89","297","427","41.02","194","289","40.17","11","37","22.92","16.82","28.38","37.21","184","285","39.23","74","140","34.58","6","20","23.08","110","145","43.14","4","10","28.57","235","308","43.28","1","7","12.50","5.67","87.20","0.929","42","93","71","425","37.17","110","146","138","44.35"
"907","Pierrick Dube","WSH","R","3","27.8","18","25","41.86","15","12","55.56","7","7","50.00","1","0","100.00","0.86","0.99","46.46","9","12","42.86","2","4","33.33","0","0","-","7","8","46.67","1","0","100.00","7","15","31.82","0","0","-","14.29","100.00","1.143","3","9","4","24","42.86","3","11","12","20.00"
"541","Jake Leschyshyn","NYR","C","1","6.4666666666667","5","7","41.67","4","3","57.14","2","2","50.00","0","1","0.00","0.14","0.16","47.73","1","4","20.00","1","0","100.00","0","0","-","0","4","0.00","0","1","0.00","4","3","57.14","0","0","-","0.00","50.00","0.500","0","0","0","10","-","0","0","0","-"
"619","Philipp Kurashev","CHI","C","75","1093.8333333333","905","1275","41.51","636","895","41.54","438","629","41.05","34","69","33.01","40.64","54.1","42.90","435","609","41.67","168","249","40.29","17","38","30.91","267","360","42.58","14","17","45.16","545","728","42.81","3","14","17.65","7.76","89.03","0.968","190","185","111","719","63.12","394","275","306","56.29"
"68","Matt Martin","NYI","L","57","523.46666666667","387","546","41.48","284","360","44.10","191","237","44.63","17","12","58.62","17.46","21.26","45.10","172","227","43.11","78","87","47.27","9","4","69.23","94","140","40.17","3","5","37.50","216","339","38.92","5","3","62.50","8.90","94.94","1.038","70","121","86","495","44.87","115","160","163","41.37"
"118","Tyler Pitlick","NYR","C","34","332.1","249","352","41.43","176","247","41.61","122","158","43.57","8","14","36.36","10.74","14.66","42.28","124","149","45.42","49","56","46.67","5","8","38.46","75","93","44.64","1","4","20.00","116","220","34.52","2","2","50.00","6.56","91.14","0.977","30","98","48","298","38.46","59","117","92","39.07"
"45","Robert Bortuzzo","NYI, STL","D","27","326.63333333333","270","383","41.35","202","259","43.82","142","184","43.56","13","15","46.43","12.16","17.01","41.69","133","161","45.24","61","73","45.52","7","6","53.85","72","88","45.00","4","6","40.00","181","229","44.15","2","3","40.00","9.15","91.85","1.010","61","80","39","360","61.00","111","110","92","54.68"
"277","Robert Hagg","ANA","D","5","63.133333333333","50","71","41.32","36","48","42.86","19","37","33.93","0","4","0.00","2.24","3.33","40.16","22","36","37.93","11","18","37.93","0","3","0.00","11","18","37.93","0","0","-","29","35","45.31","0","1","0.00","0.00","89.19","0.892","5","11","4","67","55.56","10","16","11","47.62"
"311","Patrick Brown","BOS","C","11","85.233333333333","57","81","41.30","43","58","42.57","32","40","44.44","2","4","33.33","1.6","2.62","37.88","12","30","28.57","8","12","40.00","2","1","66.67","4","18","18.18","0","2","0.00","33","58","36.26","0","1","0.00","6.25","90.00","0.963","3","28","26","67","10.34","4","35","41","8.89"
"303","Ross Johnston","ANA","L","68","544.45","390","555","41.27","288","397","42.04","192","275","41.11","9","21","30.00","13.73","22.08","38.33","139","257","35.10","60","111","35.09","5","13","27.78","79","146","35.11","3","4","42.86","232","321","41.95","1","4","20.00","4.69","92.36","0.971","83","113","59","520","58.45","122","150","136","47.29"
"257","Josh Brown","ARI","D","51","638.55","550","783","41.26","404","570","41.48","288","388","42.60","33","33","50.00","26.81","35.49","43.03","277","379","42.23","114","157","42.07","13","17","43.33","163","222","42.34","12","12","50.00","307","454","40.34","8","4","66.67","11.46","91.49","1.030","85","119","103","635","45.21","175","186","229","43.32"
"191","Luke Glendening","T.B","C","81","737.36666666667","513","731","41.24","336","496","40.38","217","345","38.61","16","24","40.00","17.53","29.86","36.99","224","305","42.34","77","119","39.29","11","15","42.31","147","186","44.14","5","6","45.45","296","476","38.34","0","3","0.00","7.37","93.04","1.004","103","188","208","616","33.12","165","258","342","32.54"
"865","Zack Ostapchuk","OTT","C","7","72.2","54","77","41.22","33","54","37.93","26","42","38.24","1","2","33.33","2.26","3.34","40.36","27","31","46.55","11","17","39.29","1","2","33.33","16","14","53.33","0","0","-","27","45","37.50","0","0","-","3.85","95.24","0.991","11","14","6","76","64.71","23","17","12","65.71"
"661","Tyler Tucker","STL","D","26","309.45","211","301","41.21","160","220","42.11","114","160","41.61","16","15","51.61","9.21","14.64","38.62","109","138","44.13","39","62","38.61","8","9","47.06","70","76","47.95","6","5","54.55","106","170","38.41","2","1","66.67","14.04","90.63","1.047","33","63","25","314","56.90","63","90","64","49.61"
"105","Nic Dowd","WSH","C","64","791.41666666667","599","855","41.20","404","580","41.06","270","372","42.06","26","29","47.27","23.73","32.61","42.12","279","362","43.53","112","146","43.41","14","14","50.00","167","216","43.60","7","7","50.00","278","663","29.54","5","8","38.46","9.63","92.20","1.018","36","175","314","564","10.29","64","228","512","11.11"
"441","Brett Seney","CHI","L","4","41.05","28","40","41.18","17","24","41.46","15","16","48.39","1","1","50.00","0.92","1.37","40.12","9","18","33.33","3","8","27.27","1","0","100.00","6","10","37.50","0","0","-","18","23","43.90","0","1","0.00","6.67","93.75","1.004","5","6","4","42","55.56","7","12","10","41.18"
"417","Mitchell Stephens","MTL","C","23","180.3","135","193","41.16","98","136","41.88","65","98","39.88","8","6","57.14","4.32","8.86","32.79","48","92","34.29","18","36","33.33","4","3","57.14","30","56","34.88","4","2","66.67","98","97","50.26","0","1","0.00","12.31","93.88","1.062","22","38","21","191","51.16","36","57","47","43.37"
"615","Sheldon Rempal","VGK","R","9","85.066666666667","67","96","41.10","51","63","44.74","38","41","48.10","2","3","40.00","3.36","3.22","51.00","35","38","47.95","17","12","58.62","2","0","100.00","18","26","40.91","0","2","0.00","33","54","37.93","0","1","0.00","5.26","92.68","0.979","11","19","8","86","57.89","22","25","17","56.41"
"858","Isak Rosen","BUF","R","7","59.1","46","66","41.07","31","53","36.90","25","33","43.10","0","2","0.00","1.56","2.74","36.24","18","30","37.50","8","11","42.11","0","1","0.00","10","19","34.48","0","1","0.00","35","43","44.87","0","0","-","0.00","93.94","0.939","15","11","7","44","68.18","24","13","16","60.00"
"616","Oliver Wahlstrom","NYI","R","32","326.55","283","408","40.96","204","282","41.98","142","189","42.90","10","16","38.46","12.82","17.5","42.27","132","201","39.64","61","77","44.20","7","9","43.75","71","124","36.41","1","4","20.00","175","208","45.69","2","3","40.00","7.04","91.53","0.986","52","64","53","289","49.52","90","91","93","49.18"
"722","Graeme Clarke","N.J","R","3","33.366666666667","29","42","40.85","16","30","34.78","11","21","34.38","1","3","25.00","0.86","2.31","27.18","13","23","36.11","2","13","13.33","0","2","0.00","11","10","52.38","1","1","50.00","14","25","35.90","0","0","-","9.09","85.71","0.948","3","11","8","28","27.27","4","13","18","18.18"
"475","Beck Malenstyn","WSH","L","81","919.11666666667","707","1026","40.80","477","710","40.19","320","453","41.40","32","35","47.76","28.46","41.1","40.91","339","430","44.08","132","186","41.51","16","16","50.00","207","244","45.90","10","8","55.56","306","774","28.33","6","11","35.29","10.00","92.27","1.023","34","206","348","650","8.90","62","266","562","9.94"
"788","Lukas Reichel","CHI","L","65","770.76666666667","631","916","40.79","454","664","40.61","330","473","41.10","17","42","28.81","24.69","42.63","36.68","267","452","37.13","100","181","35.59","10","27","27.03","167","271","38.13","4","11","26.67","404","513","44.06","3","4","42.86","5.15","91.12","0.963","113","128","67","616","62.78","245","203","215","53.26"
"152","Travis Boyd","ARI","C","16","148.45","115","167","40.78","85","124","40.67","55","84","39.57","10","7","58.82","6.58","8.02","45.07","61","74","45.19","27","29","48.21","6","3","66.67","34","45","43.04","2","2","50.00","68","94","41.98","2","2","50.00","18.18","91.67","1.098","24","38","20","134","54.55","40","44","45","47.06"
"163","Scott Mayfield","NYI","D","41","649.33333333333","505","734","40.76","349","508","40.72","239","346","40.85","20","25","44.44","21.64","28.07","43.53","241","314","43.42","89","120","42.58","12","11","52.17","152","194","43.93","8","11","42.11","271","444","37.90","0","3","0.00","8.37","92.77","1.011","43","117","98","601","30.50","126","188","216","36.84"
"430","Noel Acciari","PIT","C","55","568.81666666667","451","656","40.74","326","462","41.37","230","302","43.23","17","25","40.48","18.17","27.59","39.71","182","278","39.57","81","113","41.75","9","13","40.91","101","165","37.97","3","4","42.86","242","467","34.13","5","8","38.46","7.39","91.72","0.991","29","115","221","475","11.60","62","160","369","14.39"
"826","Emil Heineman","MTL","L","4","38.266666666667","33","48","40.74","23","29","44.23","17","15","53.13","3","1","75.00","0.96","1.87","33.86","11","19","36.67","7","11","38.89","3","1","75.00","4","8","33.33","0","0","-","22","31","41.51","0","0","-","17.65","93.33","1.110","1","3","9","40","10.00","5","6","15","25.00"
"71","Tyler Johnson","CHI","C","67","812.18333333333","643","940","40.62","463","685","40.33","311","486","39.02","15","40","27.27","27.56","43.02","39.05","276","468","37.10","110","200","35.48","11","25","30.56","166","268","38.25","2","10","16.67","407","517","44.05","2","5","28.57","4.82","91.77","0.966","109","151","100","633","52.15","219","217","252","46.50"
"888","Frank Nazar","CHI","C","3","40.9","28","41","40.58","17","30","36.17","7","23","23.33","1","4","20.00","0.81","1.85","30.57","13","18","41.94","2","6","25.00","0","1","0.00","11","12","47.83","1","2","33.33","11","27","28.95","0","1","0.00","14.29","82.61","0.969","2","6","6","34","25.00","4","13","11","26.67"
"456","Luke Kunin","S.J","C","77","966.33333333333","798","1170","40.55","543","854","38.87","360","603","37.38","20","47","29.85","31.86","55.3","36.56","353","578","37.92","154","238","39.29","8","30","21.05","199","340","36.92","7","12","36.84","473","675","41.20","5","5","50.00","5.56","92.21","0.978","95","175","135","809","41.30","237","259","323","42.32"
"809","Shakir Mukhamadullin","S.J","D","3","54.516666666667","45","66","40.54","30","45","40.00","18","23","43.90","1","1","50.00","1.74","2.81","38.30","14","33","29.79","6","10","37.50","0","0","-","8","23","25.81","0","1","0.00","42","45","48.28","1","0","100.00","5.56","95.65","1.012","6","18","16","34","27.27","23","22","26","46.94"
"852","James Malatesta","CBJ","L","11","107.51666666667","79","116","40.51","56","89","38.62","37","59","38.54","4","5","44.44","3.34","6.27","34.79","38","61","38.38","14","36","28.00","2","3","40.00","24","25","48.98","2","1","66.67","39","57","40.63","0","1","0.00","10.81","91.53","1.023","10","15","9","96","52.63","19","22","28","40.43"
"233","Andreas Athanasiou","CHI","C","28","328.3","267","395","40.33","181","296","37.95","142","206","40.80","10","18","35.71","10.44","18.13","36.55","104","178","36.88","47","76","38.21","7","11","38.89","57","102","35.85","2","4","33.33","160","222","41.88","1","3","25.00","7.04","91.26","0.983","33","60","30","275","52.38","88","89","91","49.16"
"583","Calle Rosen","STL","D","6","73.416666666667","54","80","40.30","41","60","40.59","31","44","41.33","1","2","33.33","1.77","4.21","29.64","22","38","36.67","7","20","25.93","1","0","100.00","15","18","45.45","0","2","0.00","30","37","44.78","0","0","-","3.23","95.45","0.987","1","19","4","76","20.00","10","27","11","47.62"
"879","Lane Hutson","MTL","D","2","40.583333333333","33","49","40.24","24","34","41.38","16","24","40.00","2","3","40.00","1.84","1.89","49.29","20","19","51.28","9","7","56.25","2","1","66.67","11","12","47.83","0","0","-","15","29","34.09","0","2","0.00","12.50","87.50","1.000","1","7","5","28","16.67","7","10","9","43.75"
"601","Alexey Toropchenko","STL","R","82","920.03333333333","697","1039","40.15","510","734","41.00","368","528","41.07","24","31","43.64","32","44.23","41.98","308","456","40.31","140","189","42.55","13","16","44.83","168","267","38.62","5","11","31.25","408","625","39.50","6","4","60.00","6.52","94.13","1.007","107","201","127","712","45.73","190","272","282","40.25"
"558","Jack Studnicka","S.J, VAN","C","22","229.53333333333","164","245","40.10","119","178","40.07","71","127","35.86","3","13","18.75","6.45","11.8","35.35","62","116","34.83","28","49","36.36","1","9","10.00","34","67","33.66","1","4","20.00","97","149","39.43","1","0","100.00","4.23","89.76","0.940","11","56","37","202","22.92","43","79","73","37.07"
"40","Logan Couture","S.J","C","6","75.083333333333","66","99","40.00","43","71","37.72","25","44","36.23","1","2","33.33","2.63","3.9","40.27","27","43","38.57","14","19","42.42","1","1","50.00","13","24","35.14","0","1","0.00","43","62","40.95","0","0","-","4.00","95.45","0.995","6","11","12","64","33.33","21","23","28","42.86"
